Baseline/SAMN06172444.sketch,Baseline/SAMN06172497.sketch,HPLC/SAMN06172421.sketch,HPLC/SAMN06172516.sketch,Baseline/SAMN06172402.sketch,Baseline/SAMN06172442.sketch,Baseline/SAMN06172459.sketch,HPLC/SAMN06172409.sketch,HPLC/SAMN06172419.sketch,HPLC/SAMN06172454.sketch,HPLC/SAMN06172458.sketch,LPHC/SAMN06172447.sketch,Baseline/SAMN06172436.sketch,Baseline/SAMN06172450.sketch,LPHC/SAMN06172508.sketch,Baseline/SAMN06172463.sketch,HPLC/SAMN06172413.sketch,LPHC/SAMN06172512.sketch,LPHC/SAMN06172401.sketch,Baseline/SAMN06172400.sketch,Baseline/SAMN06172408.sketch,Baseline/SAMN06172438.sketch,Baseline/SAMN06172440.sketch,Baseline/SAMN06172457.sketch,Baseline/SAMN06172465.sketch,HPLC/SAMN06172435.sketch,LPHC/SAMN06172433.sketch,Baseline/SAMN06172420.sketch,Baseline/SAMN06172485.sketch,Baseline/SAMN06172507.sketch,Baseline/SAMN06172517.sketch,HPLC/SAMN06172498.sketch,LPHC/SAMN06172429.sketch,Baseline/SAMN06172412.sketch,Baseline/SAMN06172422.sketch,Baseline/SAMN06172493.sketch,Baseline/SAMN06172521.sketch,Baseline/SAMN06172446.sketch,HPLC/SAMN06172449.sketch,HPLC/SAMN06172466.sketch,LPHC/SAMN06172427.sketch,LPHC/SAMN06172488.sketch,Baseline/SAMN06172481.sketch,HPLC/SAMN06172504.sketch,Baseline/SAMN06172473.sketch,Baseline/SAMN06172477.sketch,Baseline/SAMN06172509.sketch,HPLC/SAMN06172482.sketch,LPHC/SAMN06172518.sketch,Baseline/SAMN06172513.sketch,LPHC/SAMN06172460.sketch,LPHC/SAMN06172506.sketch,Baseline/SAMEA103957794.sketch,Baseline/SAMN06172434.sketch,Baseline/SAMN06172471.sketch,Baseline/SAMN06172475.sketch,HPLC/SAMEA103957796.sketch,HPLC/SAMN06172403.sketch,HPLC/SAMN06172441.sketch,Baseline/SAMN06172452.sketch,LPHC/SAMN06172425.sketch,LPHC/SAMN06172451.sketch,LPHC/SAMN06172490.sketch,Baseline/SAMN06172479.sketch,Baseline/SAMN06172511.sketch,LPHC/SAMN06172415.sketch,Baseline/SAMEA103957795.sketch,Baseline/SAMN06172432.sketch,Baseline/SAMN06172499.sketch,Baseline/SAMN06172515.sketch,HPLC/SAMEA103957793.sketch,HPLC/SAMN06172510.sketch,LPHC/SAMN06172472.sketch,Baseline/SAMN06172406.sketch,Baseline/SAMN06172448.sketch,Baseline/SAMN06172467.sketch,LPHC/SAMN06172445.sketch,Baseline/SAMN06172501.sketch,HPLC/SAMN06172468.sketch,HPLC/SAMN06172470.sketch,Baseline/SAMN06172414.sketch,HPLC/SAMN06172405.sketch,HPLC/SAMN06172431.sketch,LPHC/SAMN06172522.sketch,Baseline/SAMN06172416.sketch,HPLC/SAMN06172443.sketch,HPLC/SAMN06172486.sketch,HPLC/SAMN06172502.sketch,LPHC/SAMN06172456.sketch,LPHC/SAMN06172474.sketch,LPHC/SAMN06172524.sketch,Baseline/SAMN06172519.sketch,LPHC/SAMN06172407.sketch,LPHC/SAMN06172439.sketch,LPHC/SAMN06172520.sketch,Baseline/SAMN06172426.sketch,HPLC/SAMN06172437.sketch,Baseline/SAMN06172418.sketch,Baseline/SAMN06172469.sketch,Baseline/SAMN06172495.sketch,HPLC/SAMN06172480.sketch,LPHC/SAMN06172464.sketch,LPHC/SAMN06172494.sketch,Baseline/SAMN06172430.sketch,Baseline/SAMN06172483.sketch,Baseline/SAMN06172410.sketch,HPLC/SAMN06172476.sketch,HPLC/SAMN06172492.sketch,HPLC/SAMN06172514.sketch,LPHC/SAMN06172478.sketch,Baseline/SAMN06172424.sketch,Baseline/SAMN06172455.sketch,Baseline/SAMN06172487.sketch,Baseline/SAMN06172491.sketch,HPLC/SAMN06172423.sketch,HPLC/SAMN06172484.sketch,HPLC/SAMN06172496.sketch,LPHC/SAMN06172462.sketch,Baseline/SAMN06172428.sketch,Baseline/SAMN06172461.sketch,Baseline/SAMN06172489.sketch,Baseline/SAMN06172505.sketch,Baseline/SAMN06172404.sketch,Baseline/SAMN06172503.sketch,Baseline/SAMN06172523.sketch,LPHC/SAMN06172417.sketch,LPHC/SAMN06172453.sketch,LPHC/SAMN06172500.sketch
35.74,39.26,36.52,31.05,38.09,37.89,38.09,35.35,40.04,38.48,35.16,34.96,36.52,37.50,34.57,38.28,33.40,35.55,32.42,37.30,38.09,34.77,39.84,39.06,38.09,34.96,36.91,38.67,36.72,40.43,38.09,37.11,38.48,36.33,39.65,40.04,36.72,38.09,35.94,35.16,35.55,39.26,38.09,36.52,38.48,40.43,40.04,36.33,32.81,37.89,34.96,35.55,35.35,39.45,39.84,38.48,100.00,35.74,36.52,37.70,34.96,37.70,34.77,35.35,40.62,39.26,43.75,36.72,37.89,39.45,37.89,35.55,37.50,38.87,36.13,37.30,36.52,38.67,37.70,36.72,38.28,38.87,37.89,38.28,37.50,37.30,38.67,37.89,33.79,36.33,37.11,38.09,32.62,37.89,36.72,38.28,39.84,39.84,41.80,39.06,39.06,37.11,36.72,38.28,35.74,39.06,34.57,33.40,37.50,36.33,40.62,41.99,37.11,37.50,33.20,36.52,36.33,34.38,35.55,37.50,39.65,37.70,41.99,35.74,36.52,35.55,34.96,37.70
39.45,39.06,35.55,35.74,36.91,38.09,39.65,37.70,36.72,38.48,32.42,33.98,37.89,37.50,38.48,35.35,31.45,32.42,33.79,36.33,33.79,38.28,43.16,41.80,40.43,34.77,34.77,39.45,40.04,36.13,36.91,41.41,37.70,34.77,39.84,37.50,37.89,37.89,36.72,36.72,39.06,38.09,36.72,35.94,38.87,40.82,35.16,36.33,34.18,41.41,35.74,38.67,39.26,38.28,41.80,38.67,35.74,100.00,39.06,38.09,33.79,34.57,34.96,41.60,39.06,38.28,42.97,37.11,39.45,40.62,41.60,37.89,35.35,38.09,39.45,38.67,33.98,39.06,35.55,35.35,39.06,39.65,35.94,34.77,43.36,35.94,39.06,35.35,37.50,36.91,37.89,36.33,37.50,37.30,34.77,38.67,41.21,37.30,39.45,38.48,37.50,38.87,36.91,36.33,41.41,39.26,34.18,35.55,39.45,36.91,40.62,41.60,38.67,38.09,34.38,35.74,37.70,38.28,40.04,38.48,38.09,40.23,40.04,35.94,39.45,37.70,34.38,36.52
42.19,41.02,39.65,38.28,39.06,40.82,41.80,37.30,37.89,37.50,38.28,38.09,37.30,41.02,37.30,39.06,37.30,36.91,32.81,38.48,36.91,38.87,42.19,41.99,43.75,36.72,36.72,41.02,39.84,38.28,38.09,37.70,42.97,36.72,41.02,39.45,36.72,39.84,40.04,38.09,41.41,35.94,38.09,38.67,38.48,43.36,39.65,35.74,37.89,41.80,35.55,36.13,41.41,40.04,40.23,38.48,36.52,39.06,100.00,37.70,40.04,38.09,35.94,41.02,41.02,33.79,41.41,39.65,40.82,43.36,40.04,37.30,37.89,35.74,37.11,39.26,38.09,40.62,34.77,34.96,44.53,35.55,36.52,42.77,39.45,35.55,35.16,38.28,37.89,38.87,36.52,39.84,38.09,37.30,35.16,39.45,38.28,41.60,41.60,42.77,38.48,36.91,37.11,41.41,40.82,39.65,35.94,33.98,38.67,35.55,43.75,43.36,41.02,40.04,38.09,36.72,39.06,39.84,40.82,39.06,36.91,37.70,40.43,38.48,42.19,32.81,34.38,40.43
39.06,39.84,36.13,36.72,35.35,39.45,38.67,36.72,36.13,33.98,35.74,38.87,38.67,41.60,34.96,38.09,36.72,37.70,37.70,39.65,36.13,37.89,41.99,37.50,39.65,37.11,32.23,39.06,38.09,40.82,39.26,38.28,37.11,36.72,37.70,37.50,33.59,40.04,37.89,37.89,36.91,38.09,38.09,35.74,41.02,38.87,40.23,32.42,36.33,39.45,38.28,37.11,41.41,36.52,40.04,38.09,37.70,38.09,37.70,100.00,38.28,40.04,38.09,38.67,43.36,41.21,42.19,35.74,38.09,39.84,37.30,36.72,38.09,37.50,39.84,42.38,34.96,39.45,38.67,37.30,42.19,38.48,37.30,38.28,41.80,36.91,37.50,40.82,36.91,37.89,34.18,37.89,33.59,34.57,40.04,40.43,37.70,40.62,40.43,38.87,37.50,37.30,37.30,41.02,41.80,41.60,39.06,37.70,34.77,34.96,41.02,38.67,40.23,40.04,34.77,33.59,34.96,39.84,40.82,40.04,37.89,40.62,38.67,36.91,40.62,32.03,36.13,36.72
37.11,39.84,36.72,33.20,39.84,35.55,34.77,34.96,33.79,35.55,33.01,31.64,37.11,40.23,36.52,35.55,36.72,35.16,35.74,35.55,34.96,38.28,40.23,36.33,41.60,36.13,33.98,39.06,36.52,37.89,37.50,36.33,35.74,37.89,34.96,38.28,35.16,38.87,33.98,34.18,37.50,35.55,38.48,38.48,39.84,37.50,39.84,35.94,35.74,37.70,38.09,34.38,40.62,36.91,40.04,37.70,34.96,33.79,40.04,38.28,100.00,33.40,34.57,37.50,35.35,37.50,38.87,37.50,37.70,41.02,40.82,36.91,33.20,36.52,36.72,38.67,35.35,35.94,34.18,38.28,39.45,36.72,35.74,38.28,41.02,36.13,35.35,33.98,33.59,34.38,35.94,37.50,33.98,35.16,37.30,33.59,34.96,37.11,39.26,37.30,36.91,36.33,35.74,36.72,39.26,40.04,37.50,37.50,34.96,35.94,39.65,41.41,37.50,39.84,36.91,34.57,35.94,33.40,37.70,36.91,40.04,36.13,37.89,38.09,37.30,31.45,33.59,37.11
41.80,39.26,35.55,35.94,39.84,39.26,39.06,33.59,35.94,41.02,34.57,39.06,38.09,43.36,32.03,38.48,34.57,35.55,34.77,39.26,40.04,39.84,39.26,42.58,37.50,36.72,37.30,39.65,38.09,40.04,36.13,34.96,34.57,39.26,35.94,42.77,38.28,39.06,38.48,37.11,35.55,37.11,36.91,35.16,40.04,41.41,38.87,35.55,36.33,39.65,36.52,37.11,42.19,38.67,39.84,41.99,37.70,34.57,38.09,40.04,33.40,100.00,36.13,41.41,40.43,37.70,39.65,38.48,40.04,44.34,40.62,40.23,36.91,39.65,40.62,41.80,38.09,37.30,35.35,42.77,37.70,38.48,34.77,38.67,39.45,37.70,39.45,35.94,37.11,37.70,35.55,38.28,36.91,38.48,35.16,39.26,34.38,38.48,42.77,38.87,36.72,35.35,38.67,41.80,37.89,38.28,36.72,37.50,39.06,36.52,38.28,39.65,38.87,39.84,36.13,37.70,39.26,39.26,40.43,37.70,35.35,41.41,38.28,37.11,38.48,31.64,36.91,36.91
36.72,39.84,33.59,33.01,39.06,37.30,38.67,33.79,37.30,35.35,33.98,33.01,36.72,37.70,33.20,38.87,33.59,34.18,34.96,38.28,35.55,35.16,39.65,38.87,36.91,32.62,34.18,40.43,36.33,37.11,38.87,38.28,34.77,36.52,38.87,38.28,37.50,38.48,34.77,39.06,38.67,38.09,38.09,38.67,37.30,37.11,42.77,35.74,36.91,39.06,37.89,32.81,40.04,40.23,38.67,38.28,34.77,34.96,35.94,38.09,34.57,36.13,100.00,36.52,39.65,35.35,39.45,35.35,39.45,38.67,34.57,32.81,37.89,39.45,39.84,35.16,34.57,38.67,32.62,36.91,39.06,38.48,33.79,34.18,37.70,34.57,37.70,35.55,35.74,32.81,32.23,36.72,35.35,38.67,35.55,35.35,36.91,36.91,38.09,37.11,37.89,33.98,36.72,36.52,35.55,37.30,36.52,33.98,33.01,33.59,40.23,39.65,38.67,38.48,35.16,33.40,36.33,35.55,38.28,39.06,41.02,37.11,34.96,35.94,39.45,31.84,35.35,34.18
42.38,41.02,36.72,37.70,43.36,39.84,39.06,36.91,38.67,38.09,38.67,35.94,42.97,38.87,42.97,38.67,35.16,41.21,36.13,40.62,40.82,38.87,41.60,41.80,43.36,37.70,38.48,39.84,42.58,45.31,39.84,38.09,42.77,38.87,37.89,41.41,44.14,39.06,41.80,39.65,44.14,39.06,41.99,37.70,42.97,40.82,39.84,39.65,38.67,41.60,37.11,38.09,40.04,38.28,37.50,39.65,35.35,41.60,41.02,38.67,37.50,41.41,36.52,100.00,41.80,41.21,42.77,40.62,42.77,43.16,40.43,38.87,34.96,39.84,40.43,39.26,40.82,45.12,37.11,37.70,41.80,38.09,38.09,40.82,44.53,39.84,40.43,37.89,38.28,39.45,37.50,41.99,38.87,40.43,40.43,37.89,37.50,40.82,41.60,43.16,39.06,38.09,37.89,41.21,40.62,38.87,34.57,39.65,40.82,37.70,41.41,42.97,40.82,43.36,36.13,36.72,37.89,42.19,42.58,43.36,42.38,39.65,39.26,40.62,40.04,36.72,37.30,41.21
43.16,42.77,39.06,39.06,43.55,40.82,43.36,37.70,35.16,35.55,40.82,36.13,40.43,43.55,38.09,40.82,39.65,36.13,41.21,40.82,39.45,39.84,43.75,41.80,43.75,38.09,40.04,41.41,45.12,40.23,39.26,38.48,40.82,40.43,38.67,44.92,38.09,42.19,41.80,38.48,41.80,40.04,40.04,40.23,41.41,38.87,42.19,37.50,39.26,42.38,40.43,37.50,46.88,38.48,43.75,44.73,40.62,39.06,41.02,43.36,35.35,40.43,39.65,41.80,100.00,40.04,45.31,40.23,39.26,46.48,41.41,38.48,37.11,37.89,39.45,41.02,39.26,41.99,32.03,37.50,44.73,42.38,40.43,39.45,43.36,37.50,39.65,41.80,38.67,38.87,37.70,41.41,36.91,40.23,38.87,41.80,42.19,43.55,42.97,43.36,42.58,36.91,37.30,42.58,38.48,45.31,38.48,38.28,38.09,37.30,45.90,43.16,40.82,40.82,37.70,39.06,38.48,39.06,42.97,41.80,41.60,43.95,43.16,41.21,44.92,39.65,36.72,38.67
40.62,38.09,35.16,34.38,39.26,37.11,38.87,35.35,38.87,36.91,33.20,34.96,38.67,36.91,33.40,37.50,35.55,32.81,34.96,37.11,36.52,36.33,40.62,39.06,36.91,35.94,36.72,37.30,38.28,36.72,39.45,41.02,37.50,35.16,39.45,41.21,39.45,40.82,34.96,31.64,35.55,36.13,36.72,38.28,39.65,36.72,37.70,35.74,36.72,40.82,34.57,35.74,41.41,38.87,41.60,38.48,39.26,38.28,33.79,41.21,37.50,37.70,35.35,41.21,40.04,100.00,41.80,35.16,41.41,43.16,36.91,37.89,36.52,39.84,37.30,39.65,36.91,43.55,36.33,39.84,40.04,36.72,35.16,39.65,39.65,37.89,36.52,35.55,40.04,38.87,33.98,36.72,35.94,34.38,36.33,40.23,37.70,38.09,40.23,39.84,39.26,36.33,34.77,39.84,38.28,41.02,41.60,38.09,36.72,32.81,39.26,40.23,42.19,39.45,35.94,32.03,38.28,37.70,39.26,40.23,36.33,40.04,39.84,36.72,37.70,31.45,36.72,36.91
44.53,42.19,43.36,39.26,41.60,41.02,43.36,41.21,41.99,39.84,39.45,36.91,43.75,43.36,39.26,44.53,40.82,40.82,41.80,41.80,44.34,45.51,43.16,42.38,46.09,40.04,41.80,44.14,42.38,42.58,46.68,38.48,42.58,39.65,43.55,42.38,40.82,43.75,44.14,43.36,40.62,40.43,43.75,39.06,40.82,43.55,46.68,40.43,37.89,47.46,41.80,41.21,45.12,38.87,46.09,41.60,43.75,42.97,41.41,42.19,38.87,39.65,39.45,42.77,45.31,41.80,100.00,44.73,43.95,47.27,42.58,42.19,42.77,43.55,41.02,42.58,38.87,44.53,38.48,42.19,41.41,41.02,41.41,42.97,45.70,41.99,41.99,42.19,41.41,43.16,40.43,40.43,41.02,41.80,41.80,41.80,42.97,45.31,46.48,42.97,42.97,41.02,38.09,41.02,42.58,46.29,40.23,42.58,39.06,38.09,46.48,45.70,41.80,41.02,38.48,40.62,44.14,42.58,44.73,43.55,41.60,44.34,42.77,39.84,43.16,38.87,39.65,43.95
39.65,41.41,37.30,35.16,41.02,40.62,42.38,36.52,38.28,34.57,40.04,36.72,40.23,40.04,34.38,42.19,36.72,33.98,38.28,36.13,38.09,40.62,38.48,40.62,42.58,35.55,40.43,39.65,39.06,36.52,35.74,37.30,41.41,40.04,36.72,37.30,37.89,40.23,40.43,38.09,36.91,38.09,41.80,34.57,39.06,39.84,37.30,36.33,38.67,38.48,38.87,36.13,42.77,40.43,38.09,41.41,36.72,37.11,39.65,35.74,37.50,38.48,35.35,40.62,40.23,35.16,44.73,100.00,38.67,39.45,40.43,37.89,40.04,35.74,38.87,37.70,37.70,39.65,34.77,33.79,36.72,41.02,34.77,40.82,41.21,35.55,39.26,38.09,39.84,36.52,37.50,42.19,33.40,39.84,35.94,41.02,35.74,41.80,42.58,39.65,34.57,36.91,38.28,41.41,40.23,41.41,40.43,36.52,37.30,37.50,43.75,40.04,39.06,37.50,37.11,39.84,39.06,39.26,41.80,41.41,38.28,41.99,38.48,39.65,41.80,37.50,38.87,36.33
46.09,42.77,40.43,36.13,41.99,40.62,41.02,38.09,38.87,41.02,34.96,39.84,41.02,41.99,38.28,40.82,37.11,34.96,39.06,42.58,38.67,40.04,42.58,42.77,39.45,36.72,38.87,43.16,43.16,41.99,40.82,40.82,45.12,41.99,42.38,40.23,40.04,44.92,40.43,37.50,38.87,41.21,41.41,40.43,41.21,44.34,39.84,36.33,38.48,44.53,37.70,38.09,44.14,40.43,40.04,41.41,37.89,39.45,40.82,38.09,37.70,40.04,39.45,42.77,39.26,41.41,43.95,38.67,100.00,45.12,41.99,37.30,41.02,37.70,41.60,40.04,37.70,41.60,34.38,39.45,40.23,40.82,38.48,42.77,42.97,37.50,39.06,37.89,38.48,36.13,39.26,40.82,40.62,40.43,39.65,42.38,39.26,44.14,42.97,43.55,38.28,41.21,41.99,42.19,42.58,41.02,41.02,39.45,38.87,35.35,44.34,43.36,38.67,43.75,37.70,36.13,40.82,37.89,41.41,41.60,39.65,40.82,44.92,41.99,40.43,34.77,36.72,41.21
46.68,43.36,38.09,35.74,43.16,43.75,41.99,39.45,39.84,40.04,37.70,39.84,45.51,46.09,37.70,44.34,39.06,35.94,41.60,42.58,44.92,43.55,44.34,43.95,42.97,39.26,39.06,48.24,42.19,40.62,43.75,42.58,38.48,46.29,40.82,40.43,38.09,45.51,42.19,39.84,43.16,38.67,40.62,41.80,44.73,43.95,43.55,37.50,40.23,44.92,41.41,42.19,42.19,40.62,42.19,42.58,39.45,40.62,43.36,39.84,41.02,44.34,38.67,43.16,46.48,43.16,47.27,39.45,45.12,100.00,44.34,42.58,39.65,43.75,41.41,41.60,38.67,44.14,38.09,42.19,41.99,44.73,38.67,41.60,43.75,39.84,38.87,40.62,39.65,39.84,36.72,42.19,37.50,39.45,37.30,42.19,39.06,41.60,43.75,39.65,41.80,39.65,38.87,44.34,41.60,41.21,43.36,39.65,41.21,36.72,45.70,45.51,45.12,43.36,39.45,39.45,42.38,41.80,44.34,44.53,41.41,42.38,42.58,41.80,42.77,35.94,38.28,40.23
38.28,41.02,41.80,37.30,41.41,40.43,41.41,36.33,39.65,37.70,32.03,36.72,41.80,42.38,34.18,40.23,37.89,34.77,37.30,38.09,39.06,38.48,41.80,40.43,41.80,38.28,37.70,40.82,41.60,34.96,40.43,37.11,39.84,37.70,37.89,42.58,41.41,39.45,38.48,36.33,39.45,39.06,40.23,40.23,41.41,41.02,37.50,37.89,35.35,43.36,37.70,36.91,40.82,39.65,41.60,41.99,37.89,41.60,40.04,37.30,40.82,40.62,34.57,40.43,41.41,36.91,42.58,40.43,41.99,44.34,100.00,39.06,37.89,37.50,39.65,40.04,37.11,41.80,33.79,39.65,41.02,39.26,39.45,38.67,43.55,35.16,35.94,34.77,39.06,39.45,37.89,40.62,37.50,38.09,36.72,37.89,39.84,41.02,39.45,40.82,38.87,37.30,39.45,40.43,39.65,41.99,35.35,41.60,36.72,40.04,44.14,45.90,38.67,37.50,41.21,38.09,38.48,38.67,45.12,40.04,41.99,39.06,39.45,39.65,37.50,34.57,35.35,41.41
41.21,42.77,37.50,37.70,42.77,43.36,38.28,34.96,36.91,33.79,36.13,35.74,40.23,39.45,37.11,40.82,34.96,37.50,38.87,39.06,40.23,38.67,41.41,41.80,40.82,36.33,34.38,42.77,37.89,38.67,38.67,34.96,41.80,37.30,39.26,38.67,38.48,39.06,36.91,36.52,37.50,39.45,35.74,35.74,41.21,41.60,39.45,36.72,37.11,39.06,35.55,35.16,39.26,38.67,37.11,41.80,35.55,37.89,37.30,36.72,36.91,40.23,32.81,38.87,38.48,37.89,42.19,37.89,37.30,42.58,39.06,100.00,41.60,39.45,39.65,40.62,36.52,38.67,35.94,37.50,39.26,39.84,38.28,36.91,39.84,32.81,36.91,32.81,38.09,40.04,33.98,39.06,38.28,38.87,36.91,37.30,38.67,41.80,44.53,41.80,38.28,36.13,40.43,36.52,39.84,39.65,37.70,38.48,36.52,34.38,40.43,43.95,38.28,41.60,35.55,33.59,38.87,35.74,40.23,37.89,35.16,35.94,42.38,37.50,40.23,34.18,33.98,39.65
43.55,38.28,39.45,35.16,38.87,41.60,40.82,37.11,34.77,36.91,35.35,38.28,37.11,42.19,35.55,37.50,36.33,35.55,36.91,41.21,38.67,37.30,38.87,37.50,40.62,35.94,37.89,40.62,41.41,40.23,39.84,35.16,40.23,40.62,40.43,37.70,36.52,40.43,36.91,34.57,36.13,39.65,41.21,39.26,40.82,40.43,39.26,35.16,37.50,40.04,40.23,35.74,40.23,42.19,42.38,42.38,37.50,35.35,37.89,38.09,33.20,36.91,37.89,34.96,37.11,36.52,42.77,40.04,41.02,39.65,37.89,41.60,100.00,36.52,38.67,42.38,34.38,40.43,33.79,38.87,41.21,39.65,38.87,39.45,42.19,34.77,37.70,37.30,38.67,36.91,33.98,38.67,37.50,37.70,38.67,38.28,36.91,42.97,42.58,41.99,38.87,34.38,40.43,38.87,38.67,39.26,37.70,34.57,35.74,36.72,41.21,40.04,41.02,41.99,36.13,34.57,37.30,39.06,41.21,40.43,40.82,39.65,39.84,41.02,40.04,35.16,33.20,38.09
37.89,37.70,34.77,37.89,36.33,38.28,39.45,33.79,36.52,33.40,34.77,36.72,39.84,40.43,38.28,38.28,34.38,36.52,34.18,38.09,39.06,34.77,42.38,40.04,36.13,34.96,34.18,37.70,37.70,38.48,42.77,38.09,33.98,37.70,39.45,39.26,35.16,38.87,36.52,35.55,36.52,37.89,36.72,34.77,42.97,36.72,40.04,34.57,33.59,42.19,39.65,36.33,37.11,38.48,39.84,39.65,38.87,38.09,35.74,37.50,36.52,39.65,39.45,39.84,37.89,39.84,43.55,35.74,37.70,43.75,37.50,39.45,36.52,100.00,37.50,41.41,36.91,42.38,33.79,32.03,38.28,41.02,34.96,39.06,40.82,36.33,34.96,35.94,35.16,37.70,33.01,35.35,33.20,38.67,38.67,41.02,36.52,40.82,37.70,40.04,34.57,35.16,36.72,39.45,39.84,42.38,37.50,38.48,36.33,35.55,44.14,38.87,41.02,38.87,34.77,34.18,38.87,35.94,40.43,38.48,37.89,37.30,39.84,37.30,36.72,32.62,34.57,36.13
44.53,42.97,41.41,35.74,43.36,42.38,37.11,37.30,33.98,40.04,34.18,37.30,40.62,41.60,39.06,44.53,35.55,36.13,38.48,41.41,41.41,39.45,40.43,41.41,42.77,34.77,41.02,41.99,41.99,40.62,41.99,37.50,39.45,38.28,41.02,41.80,37.70,43.16,40.82,36.91,39.65,38.28,37.89,40.62,41.21,41.99,40.23,33.40,36.91,39.65,39.45,39.45,43.55,41.02,40.43,42.97,36.13,39.45,37.11,39.84,36.72,40.62,39.84,40.43,39.45,37.30,41.02,38.87,41.60,41.41,39.65,39.65,38.67,37.50,100.00,45.31,33.20,42.58,35.74,36.91,40.23,39.45,36.13,39.84,45.70,34.57,39.84,37.70,39.06,42.19,40.43,41.99,38.09,38.87,37.11,38.28,38.67,41.99,46.48,39.65,38.87,41.21,38.48,44.14,37.89,39.65,37.11,40.62,41.21,37.70,42.19,44.34,41.99,43.36,37.89,35.74,38.87,37.30,41.99,41.02,38.87,43.36,40.04,39.45,41.80,34.57,38.28,39.26
44.53,41.99,39.84,36.33,38.48,39.06,40.62,37.70,38.28,36.72,36.33,37.11,38.09,40.04,35.35,41.41,36.91,33.59,38.09,44.34,42.19,41.02,39.06,41.02,42.38,36.13,37.70,40.23,40.04,39.45,41.21,38.67,35.74,40.62,41.99,38.87,37.70,43.95,38.09,37.30,37.11,41.60,40.62,36.91,40.23,41.99,37.30,37.30,40.43,44.14,39.26,37.50,42.58,43.95,41.60,44.34,37.30,38.67,39.26,42.38,38.67,41.80,35.16,39.26,41.02,39.65,42.58,37.70,40.04,41.60,40.04,40.62,42.38,41.41,45.31,100.00,33.40,41.80,35.55,42.38,41.21,36.52,37.30,42.38,42.19,38.67,37.89,37.89,37.70,36.52,36.52,39.65,38.87,36.72,36.13,41.02,39.26,44.34,42.19,39.65,35.55,40.04,38.87,38.67,40.04,38.67,36.72,37.50,34.96,36.52,41.41,42.19,40.23,41.21,38.09,38.09,39.26,39.65,41.99,37.50,41.41,42.19,38.67,40.04,39.65,33.20,34.77,39.65
40.04,40.62,36.13,33.79,36.72,38.09,41.60,34.57,36.52,33.40,35.35,33.59,38.48,38.87,31.05,37.11,35.74,37.89,35.74,36.91,35.55,33.79,40.43,37.50,41.02,35.55,37.70,38.09,34.57,38.09,39.06,33.98,36.52,36.13,34.57,39.45,39.45,35.16,36.72,30.66,38.48,34.57,38.67,38.28,37.30,35.94,37.89,37.30,33.20,36.33,34.57,35.55,38.28,33.79,39.06,39.45,36.52,33.98,38.09,34.96,35.35,38.09,34.57,40.82,39.26,36.91,38.87,37.70,37.70,38.67,37.11,36.52,34.38,36.91,33.20,33.40,100.00,38.28,29.88,33.98,36.72,37.30,33.01,35.94,37.70,38.67,37.70,36.13,35.94,35.35,35.16,40.04,33.20,34.57,34.57,40.43,36.52,36.13,39.84,35.94,37.11,36.13,33.40,36.52,36.33,36.52,34.96,34.38,36.13,31.84,40.82,40.23,34.18,39.65,34.38,33.79,33.79,33.79,35.94,41.02,37.30,39.06,37.89,30.86,35.55,33.40,34.96,36.33
44.92,42.97,38.67,43.16,43.36,43.36,40.04,38.09,40.23,41.02,34.38,37.89,43.36,42.77,41.60,45.31,33.20,37.50,39.84,41.21,41.02,45.12,41.21,42.97,41.41,39.84,38.09,39.45,40.23,42.19,43.16,39.65,42.97,39.06,44.73,42.77,39.06,41.60,42.97,37.89,41.60,37.70,41.02,39.26,40.04,42.38,41.99,40.04,38.67,44.53,40.82,38.09,43.16,41.02,42.97,41.41,38.67,39.06,40.62,39.45,35.94,37.30,38.67,45.12,41.99,43.55,44.53,39.65,41.60,44.14,41.80,38.67,40.43,42.38,42.58,41.80,38.28,100.00,35.16,39.26,42.19,38.67,36.91,40.43,43.36,36.72,38.67,40.62,40.04,40.04,38.48,40.04,38.28,41.99,40.82,39.84,41.02,41.02,42.38,39.45,40.23,43.16,39.06,41.21,38.48,42.97,41.99,42.77,38.87,38.87,41.99,42.19,42.77,43.95,40.04,37.30,40.04,39.65,42.58,41.41,41.99,42.19,43.55,41.60,41.21,36.13,39.06,40.43
36.91,34.38,33.79,34.57,35.74,39.06,33.01,33.98,37.89,33.01,31.25,33.40,35.16,38.09,35.94,35.74,32.81,33.40,33.98,37.50,33.59,37.50,35.35,36.91,37.70,34.18,36.33,36.72,37.50,38.67,34.38,35.55,34.38,33.98,34.96,34.96,37.70,35.16,33.79,34.38,34.57,38.48,35.35,29.30,38.28,35.55,35.94,32.62,38.48,37.50,34.57,33.98,36.91,34.38,34.96,35.16,37.70,35.55,34.77,38.67,34.18,35.35,32.62,37.11,32.03,36.33,38.48,34.77,34.38,38.09,33.79,35.94,33.79,33.79,35.74,35.55,29.88,35.16,100.00,34.18,33.40,34.38,34.96,35.94,35.55,34.77,33.40,32.23,34.96,36.72,33.59,33.40,33.01,36.13,37.11,36.72,33.20,36.52,39.84,34.57,31.64,34.57,34.18,36.13,37.50,33.79,34.96,33.79,35.16,31.45,37.50,37.11,37.30,36.13,30.66,34.77,34.96,38.09,35.35,34.96,33.98,34.18,36.72,34.77,34.96,31.25,31.84,35.35
