Baseline/SAMEA103957794.sketch,LPHC/SAMN06172490.sketch,HPLC/SAMN06172468.sketch,HPLC/SAMN06172486.sketch,LPHC/SAMN06172425.sketch,Baseline/SAMN06172444.sketch,HPLC/SAMN06172466.sketch,LPHC/SAMN06172401.sketch,Baseline/SAMN06172509.sketch,HPLC/SAMN06172476.sketch,HPLC/SAMN06172514.sketch,LPHC/SAMN06172417.sketch,Baseline/SAMN06172463.sketch,HPLC/SAMN06172510.sketch,LPHC/SAMN06172433.sketch,LPHC/SAMN06172488.sketch,Baseline/SAMN06172495.sketch,Baseline/SAMN06172402.sketch,Baseline/SAMN06172471.sketch,Baseline/SAMN06172507.sketch,LPHC/SAMN06172415.sketch,Baseline/SAMN06172481.sketch,Baseline/SAMN06172493.sketch,LPHC/SAMN06172500.sketch,Baseline/SAMN06172517.sketch,HPLC/SAMN06172405.sketch,HPLC/SAMN06172421.sketch,HPLC/SAMN06172443.sketch,LPHC/SAMN06172427.sketch,LPHC/SAMN06172506.sketch,Baseline/SAMN06172455.sketch,Baseline/SAMN06172513.sketch,Baseline/SAMN06172501.sketch,HPLC/SAMN06172482.sketch,HPLC/SAMN06172498.sketch,LPHC/SAMN06172524.sketch,HPLC/SAMN06172431.sketch,LPHC/SAMN06172411.sketch,LPHC/SAMN06172464.sketch,LPHC/SAMN06172472.sketch,Baseline/SAMN06172465.sketch,Baseline/SAMN06172521.sketch,Baseline/SAMN06172469.sketch,Baseline/SAMN06172473.sketch,Baseline/SAMN06172485.sketch,Baseline/SAMN06172503.sketch,HPLC/SAMN06172492.sketch,LPHC/SAMN06172520.sketch,Baseline/SAMN06172414.sketch,Baseline/SAMN06172432.sketch,HPLC/SAMN06172409.sketch,HPLC/SAMN06172470.sketch,LPHC/SAMN06172460.sketch,Baseline/SAMN06172442.sketch,Baseline/SAMN06172489.sketch,Baseline/SAMN06172487.sketch,Baseline/SAMN06172479.sketch,HPLC/SAMN06172484.sketch,LPHC/SAMN06172447.sketch,Baseline/SAMN06172420.sketch,Baseline/SAMN06172461.sketch,Baseline/SAMN06172499.sketch,HPLC/SAMN06172480.sketch,LPHC/SAMN06172494.sketch,Baseline/SAMN06172448.sketch,Baseline/SAMN06172475.sketch,Baseline/SAMN06172428.sketch,Baseline/SAMN06172430.sketch,Baseline/SAMN06172450.sketch,Baseline/SAMN06172459.sketch,Baseline/SAMN06172477.sketch,Baseline/SAMEA103957795.sketch,Baseline/SAMN06172404.sketch,LPHC/SAMN06172451.sketch,LPHC/SAMN06172478.sketch,Baseline/SAMN06172410.sketch,Baseline/SAMN06172505.sketch,Baseline/SAMN06172497.sketch,HPLC/SAMN06172516.sketch,Baseline/SAMN06172446.sketch,Baseline/SAMN06172452.sketch,LPHC/SAMN06172439.sketch,LPHC/SAMN06172456.sketch,Baseline/SAMN06172408.sketch,HPLC/SAMN06172423.sketch,LPHC/SAMN06172522.sketch,HPLC/SAMN06172441.sketch,HPLC/SAMN06172454.sketch,LPHC/SAMN06172429.sketch,LPHC/SAMN06172518.sketch,LPHC/SAMN06172445.sketch,Baseline/SAMN06172416.sketch,HPLC/SAMN06172419.sketch,HPLC/SAMN06172413.sketch,HPLC/SAMN06172449.sketch,HPLC/SAMN06172502.sketch,LPHC/SAMN06172407.sketch,LPHC/SAMN06172462.sketch,Baseline/SAMN06172422.sketch,Baseline/SAMN06172434.sketch,Baseline/SAMN06172483.sketch,Baseline/SAMN06172519.sketch,HPLC/SAMN06172496.sketch,Baseline/SAMN06172406.sketch,Baseline/SAMN06172436.sketch,Baseline/SAMN06172412.sketch,Baseline/SAMN06172467.sketch,HPLC/SAMEA103957796.sketch,HPLC/SAMN06172435.sketch,LPHC/SAMN06172453.sketch,Baseline/SAMN06172457.sketch,HPLC/SAMEA103957793.sketch,Baseline/SAMN06172418.sketch,Baseline/SAMN06172440.sketch,Baseline/SAMN06172523.sketch,HPLC/SAMN06172403.sketch,LPHC/SAMN06172474.sketch,Baseline/SAMN06172491.sketch,Baseline/SAMN06172515.sketch,HPLC/SAMN06172437.sketch,LPHC/SAMN06172508.sketch,Baseline/SAMN06172400.sketch,Baseline/SAMN06172438.sketch,Baseline/SAMN06172511.sketch,HPLC/SAMN06172458.sketch,HPLC/SAMN06172504.sketch,LPHC/SAMN06172512.sketch,Baseline/SAMN06172424.sketch,Baseline/SAMN06172426.sketch
56.64,57.42,52.54,52.73,51.95,56.64,55.86,49.41,56.64,50.39,55.08,55.86,52.93,52.73,52.93,53.12,54.49,54.10,54.30,55.27,48.83,59.96,57.62,51.95,55.86,48.63,49.80,50.39,52.73,49.61,54.30,57.42,54.69,52.15,50.20,50.78,52.15,53.52,52.54,52.34,57.23,57.42,55.08,59.18,51.95,51.76,52.93,51.37,56.45,55.47,51.56,54.88,50.39,54.10,100.00,58.40,50.59,48.63,54.69,57.42,54.30,54.30,51.76,52.15,56.84,53.71,57.03,52.73,53.32,54.88,57.03,55.47,55.08,54.10,52.54,55.66,55.27,58.20,54.69,58.98,54.10,51.95,52.93,51.56,45.90,52.54,49.22,48.24,52.93,56.25,55.08,58.79,51.17,53.91,53.32,48.83,51.95,54.30,56.05,59.77,58.79,53.12,53.32,55.86,53.71,57.03,54.10,52.54,53.52,52.93,56.45,40.23,58.40,53.91,57.03,51.17,52.54,52.93,57.42,55.47,54.10,54.88,57.42,53.32,50.78,52.73,50.59,54.10,54.88
56.64,53.52,52.93,55.27,51.95,54.69,56.45,50.20,55.66,55.66,57.03,53.91,57.42,53.32,50.59,52.34,53.52,52.93,53.71,56.64,51.17,56.64,56.45,52.73,52.34,50.98,52.73,52.93,55.08,56.64,55.47,55.66,55.08,55.08,50.00,52.54,51.56,53.12,54.88,55.08,56.64,54.69,55.86,55.47,54.88,51.37,52.34,53.91,55.47,54.10,51.56,52.34,51.37,55.27,58.40,100.00,53.52,48.63,54.49,57.62,55.47,54.30,53.32,51.56,58.40,56.84,56.25,54.30,51.37,55.47,57.03,53.91,55.66,52.54,54.10,57.62,53.52,55.47,50.98,54.88,52.15,55.47,55.27,56.05,48.44,55.08,49.41,50.78,54.10,54.30,52.34,54.49,49.02,54.30,53.32,49.80,53.71,54.10,59.18,55.27,58.59,55.08,54.49,58.40,51.95,55.86,53.91,51.56,52.54,51.95,55.27,41.99,54.10,55.08,55.47,51.56,50.98,52.34,55.08,51.95,54.88,53.32,55.47,54.88,51.76,54.88,51.17,51.95,54.88
52.73,53.91,51.17,53.12,50.98,51.37,51.95,49.22,51.37,51.95,53.91,53.12,51.56,53.71,51.17,49.22,52.93,54.10,52.15,53.91,47.85,55.08,50.78,53.32,51.17,50.39,50.59,47.46,50.20,52.15,52.93,54.10,54.69,51.56,48.44,53.71,51.76,49.80,52.73,49.80,56.84,55.08,54.30,51.37,53.71,54.49,52.73,53.71,53.52,56.64,48.05,52.34,50.78,52.15,50.59,53.52,100.00,48.05,51.95,53.32,53.71,51.56,47.66,49.22,56.84,53.12,52.34,52.34,49.22,54.30,53.91,52.15,52.93,51.56,54.69,53.52,51.95,50.98,48.83,52.15,52.93,53.71,50.78,53.52,47.07,52.15,48.83,51.17,48.83,50.98,50.78,56.25,48.83,53.71,53.52,47.85,50.98,50.59,54.30,54.69,54.49,50.98,51.95,53.12,52.93,52.15,52.93,52.73,51.17,50.78,53.91,41.80,52.34,53.12,50.00,50.00,50.39,52.15,54.49,51.17,51.56,53.12,53.52,51.95,52.54,51.56,51.37,51.76,54.10
49.41,54.10,47.07,50.20,51.56,51.56,50.20,49.41,52.34,50.98,52.15,50.00,52.15,49.41,50.59,47.85,46.88,51.17,52.54,49.61,49.61,52.73,50.98,49.61,45.90,48.63,50.59,46.48,47.85,50.78,49.41,52.15,55.27,48.83,50.20,46.68,51.95,51.56,48.44,48.83,51.37,50.59,53.52,47.66,47.27,53.12,49.02,50.00,47.85,50.39,50.20,50.00,49.80,51.56,48.63,48.63,48.05,100.00,50.20,50.20,45.90,52.34,46.09,50.00,54.88,52.93,47.85,50.59,45.70,48.24,49.22,45.70,53.71,51.95,50.39,51.56,48.05,47.07,48.24,51.76,54.88,47.46,48.24,50.98,46.88,51.56,46.09,47.46,50.00,49.61,51.37,50.20,48.83,50.98,50.78,50.78,50.98,49.41,53.91,51.17,50.98,49.41,49.61,52.54,48.63,49.80,49.22,48.83,46.88,49.02,49.22,40.82,48.44,53.91,47.66,52.34,47.07,51.37,51.95,52.73,47.46,56.25,48.24,48.63,52.34,50.00,51.17,49.22,47.66
53.52,52.54,54.30,49.22,52.15,54.69,54.30,50.00,53.52,51.56,55.27,52.15,57.03,52.73,52.73,51.95,53.71,56.05,51.56,54.30,55.27,53.52,54.69,53.52,51.95,48.83,51.37,50.59,51.37,52.93,52.73,55.86,53.71,50.98,50.39,52.15,51.56,51.56,51.56,55.27,55.27,53.52,55.86,53.71,51.56,53.91,55.08,54.30,50.20,54.49,48.63,56.25,52.15,52.54,54.69,54.49,51.95,50.20,100.00,55.66,50.20,55.66,50.20,53.12,54.49,52.54,52.73,54.88,47.85,47.85,52.34,51.37,54.30,50.98,53.71,54.49,51.56,55.08,50.39,53.91,53.71,51.17,50.00,54.30,49.41,53.91,49.02,49.41,50.98,53.91,50.78,51.95,52.34,52.73,51.56,48.83,51.95,49.41,52.73,54.69,55.27,50.00,53.32,52.34,55.27,52.54,56.25,51.95,49.80,49.41,53.32,39.65,54.88,54.69,53.71,53.91,53.32,55.08,53.52,53.71,53.71,54.49,52.73,52.73,53.71,52.93,51.17,50.20,55.08
55.47,53.91,53.32,55.66,52.34,56.84,52.34,50.59,55.47,51.76,55.47,53.12,52.54,54.49,51.37,50.20,53.32,55.66,55.27,55.47,52.15,55.47,53.71,53.52,51.76,48.24,53.12,50.39,49.41,51.76,56.05,54.30,55.08,49.61,50.00,51.95,51.17,50.39,55.47,52.93,54.88,51.17,55.47,54.30,52.73,51.17,52.34,54.10,52.93,54.49,50.59,50.59,50.59,55.66,57.42,57.62,53.32,50.20,55.66,100.00,54.30,54.49,49.02,50.98,55.27,55.08,58.20,54.49,51.17,54.49,56.64,52.34,52.73,52.93,53.12,55.08,54.30,53.52,50.39,55.86,54.69,53.32,50.59,53.12,46.88,52.73,49.22,47.66,50.78,53.91,54.10,56.05,51.56,52.34,53.71,50.78,53.32,49.41,55.86,58.01,56.45,53.91,51.95,56.84,52.54,54.49,51.95,54.10,48.83,51.56,54.49,44.53,52.73,56.84,58.40,48.05,49.61,57.03,53.32,52.93,51.76,55.86,54.30,54.30,50.59,54.69,50.00,52.73,53.12
52.54,55.47,48.24,54.49,49.80,52.15,52.15,49.61,52.34,49.61,54.49,53.71,53.91,48.05,46.68,53.91,53.71,53.52,54.10,54.10,48.44,52.54,54.49,53.91,50.98,47.27,50.78,47.07,47.85,48.63,55.27,53.91,50.98,49.61,44.92,52.73,50.78,53.91,52.34,52.93,57.81,54.88,53.32,57.42,56.84,50.59,47.66,50.39,54.88,53.91,47.85,52.15,48.24,56.64,54.30,55.47,53.71,45.90,50.20,54.30,100.00,47.66,49.80,50.39,55.08,52.34,54.30,54.10,49.61,55.08,55.27,54.30,50.00,48.83,51.17,53.32,54.10,55.27,51.17,57.42,50.59,50.59,51.17,51.76,48.63,53.12,48.05,48.63,50.39,53.91,53.71,56.45,48.83,50.78,48.83,45.90,53.71,50.39,54.49,58.01,53.52,50.59,52.15,51.95,52.54,55.86,52.15,48.44,50.20,50.78,56.84,39.65,51.95,51.37,52.15,49.02,50.00,52.93,53.91,50.78,53.32,51.17,53.71,54.49,50.39,51.56,50.20,53.91,56.05
52.54,53.32,53.91,54.10,52.34,52.54,54.10,51.76,57.23,53.91,52.93,53.32,53.91,52.34,50.78,51.95,50.20,53.71,53.32,52.73,49.61,55.27,52.73,54.10,49.41,52.54,54.10,53.12,50.00,53.12,52.93,55.27,55.08,50.00,48.24,52.34,53.32,51.95,51.37,52.15,53.91,51.76,56.84,50.78,51.56,53.91,51.76,52.34,52.73,54.88,52.54,52.34,50.59,51.76,54.30,54.30,51.56,52.34,55.66,54.49,47.66,100.00,54.30,50.00,57.62,56.45,52.73,56.45,50.78,52.54,51.56,52.73,58.01,54.69,52.93,53.12,52.34,51.95,51.76,57.23,58.01,52.73,52.15,53.32,51.17,54.10,52.15,50.78,50.78,52.54,54.69,52.15,49.61,58.01,51.37,52.73,54.88,52.93,54.88,54.10,52.73,52.93,55.08,52.73,52.34,53.12,50.20,53.12,53.71,52.73,53.32,40.43,52.93,58.01,52.73,54.30,49.61,52.93,50.98,55.27,55.66,56.25,54.30,54.49,54.10,53.52,55.47,53.32,53.32
48.44,51.95,50.00,52.15,49.02,53.71,51.56,46.88,51.95,49.61,52.15,49.41,51.76,49.41,48.05,48.44,49.61,51.37,50.59,51.37,47.85,51.56,50.00,49.41,45.51,49.80,47.66,45.31,46.68,50.59,49.41,50.00,52.54,48.05,49.41,47.85,51.95,47.66,50.00,53.32,50.20,49.22,54.49,48.05,49.22,50.00,51.17,49.41,50.98,52.73,48.24,51.17,46.68,49.80,51.76,53.32,47.66,46.09,50.20,49.02,49.80,54.30,100.00,46.48,53.91,50.39,48.24,53.32,47.27,47.07,51.17,49.41,50.98,49.22,49.80,51.76,49.02,50.00,48.24,51.95,52.73,47.46,48.05,50.98,46.48,49.02,50.00,48.44,48.63,51.37,49.02,50.20,47.85,52.34,51.76,49.61,50.00,48.83,50.78,49.80,51.95,52.73,50.78,52.73,48.24,50.39,50.39,47.27,48.05,50.78,51.37,39.45,50.78,50.00,52.73,50.20,48.05,50.39,46.48,49.61,50.20,52.34,48.24,49.61,50.39,51.76,50.39,50.00,49.22
50.78,53.32,48.05,53.91,53.52,51.95,53.52,50.20,52.15,52.34,52.15,51.17,51.56,48.83,47.07,50.78,49.22,49.22,50.98,51.37,50.39,51.95,52.15,52.93,48.83,49.61,49.02,45.90,51.56,48.83,51.76,54.49,53.12,49.80,50.00,48.63,48.24,49.61,48.63,52.15,53.12,51.76,52.54,51.56,52.93,51.17,51.37,49.80,53.12,50.98,47.85,53.12,46.48,52.34,52.15,51.56,49.22,50.00,53.12,50.98,50.39,50.00,46.48,100.00,51.56,51.95,51.95,50.98,49.41,49.02,50.78,49.02,54.49,49.41,50.20,53.12,50.78,50.59,47.27,52.93,48.63,51.76,53.91,50.00,45.70,49.61,47.07,48.63,46.88,51.56,50.78,52.15,49.02,47.07,48.44,50.00,50.78,47.27,52.34,53.12,52.54,52.15,48.83,53.32,48.44,52.15,50.78,46.88,48.63,50.98,50.78,38.48,50.59,52.15,52.34,50.00,49.61,51.76,52.54,49.80,49.41,50.78,48.24,50.78,47.85,52.34,47.07,52.73,51.76
54.30,58.98,52.73,53.71,54.10,56.45,53.52,54.10,57.23,55.66,56.84,56.64,57.23,53.32,52.54,50.39,54.88,56.64,56.05,54.88,51.76,56.05,54.69,52.93,50.98,51.37,56.25,51.76,54.49,53.52,56.05,57.23,58.20,54.69,50.59,51.56,54.30,56.45,55.47,52.93,55.27,58.01,56.25,55.86,55.27,54.49,51.56,55.27,55.86,57.03,48.63,53.71,52.34,54.30,56.84,58.40,56.84,54.88,54.49,55.27,55.08,57.62,53.91,51.56,100.00,55.08,57.62,53.91,53.32,56.05,57.42,56.05,58.79,57.42,54.88,58.79,55.08,55.08,51.17,56.84,55.66,53.52,57.62,54.88,50.59,55.27,49.80,50.98,54.69,53.71,58.01,59.57,49.02,53.12,55.86,51.37,56.84,55.08,58.40,55.66,59.57,53.91,54.49,57.42,53.91,54.69,53.71,52.15,54.69,57.23,55.27,45.51,58.20,57.03,53.91,50.39,52.93,55.47,56.64,55.47,56.25,53.91,53.91,53.91,52.73,54.69,55.27,55.27,54.30
55.66,53.52,51.56,55.66,51.56,55.47,52.34,51.37,55.47,54.88,55.08,53.91,52.54,51.17,50.98,51.37,50.59,54.10,57.42,53.71,51.56,56.45,54.88,52.54,53.52,50.20,51.37,53.12,51.76,52.34,56.05,57.03,53.71,54.69,48.63,51.56,52.93,53.71,53.52,50.39,54.10,57.42,54.30,52.34,52.73,53.32,50.00,52.34,55.27,54.88,48.63,55.47,50.00,55.08,53.71,56.84,53.12,52.93,52.54,55.08,52.34,56.45,50.39,51.95,55.08,100.00,51.95,53.32,53.91,55.27,54.10,51.76,55.66,53.12,51.95,53.32,53.71,53.12,53.91,55.08,52.93,50.98,52.15,52.73,49.22,52.34,48.05,47.46,51.76,55.47,52.34,54.30,49.02,54.88,53.12,49.80,53.71,54.49,56.05,57.42,58.40,53.71,53.12,57.03,54.49,53.52,53.12,51.76,50.00,51.37,55.08,38.87,53.91,56.05,51.17,53.71,50.59,55.66,55.27,53.91,56.64,52.15,55.27,53.32,52.93,55.66,53.71,52.73,54.10
56.45,52.73,51.17,56.25,53.12,53.32,54.69,48.83,55.47,52.54,54.49,53.91,55.66,49.02,50.78,52.73,54.10,53.32,52.34,55.66,48.24,54.49,56.45,54.49,52.15,49.02,52.15,52.15,52.15,53.52,56.25,55.08,54.88,53.12,49.80,56.84,51.17,52.34,54.10,54.69,55.86,57.42,54.30,54.69,56.05,54.10,52.15,51.56,56.45,55.66,51.76,50.59,50.20,54.49,57.03,56.25,52.34,47.85,52.73,58.20,54.30,52.73,48.24,51.95,57.62,51.95,100.00,50.78,54.10,54.88,57.03,53.91,56.64,52.54,52.54,56.64,51.56,55.66,51.37,57.03,50.98,57.23,54.88,53.32,47.46,51.76,47.66,48.63,51.56,55.47,52.54,58.01,53.71,50.98,52.73,51.76,53.71,50.78,54.30,57.03,58.40,50.39,52.54,56.84,52.73,55.86,53.52,51.95,50.78,53.71,57.23,40.43,56.05,55.66,53.91,48.44,52.34,55.86,57.42,55.86,52.73,53.52,54.88,58.20,52.34,54.30,51.17,57.03,55.27
55.27,56.45,53.12,54.69,52.34,55.66,54.10,49.41,52.73,53.52,55.27,52.73,56.84,55.08,51.56,50.39,51.76,53.32,53.91,53.52,53.32,56.45,56.05,55.86,52.34,48.24,53.32,48.44,51.37,54.49,53.12,54.69,52.93,53.52,49.61,53.91,54.10,51.56,51.95,53.71,52.54,54.10,54.10,51.76,52.93,53.12,51.17,54.10,53.91,54.30,50.78,53.32,51.56,55.86,52.73,54.30,52.34,50.59,54.88,54.49,54.10,56.45,53.32,50.98,53.91,53.32,50.78,100.00,50.98,52.73,52.15,51.17,54.30,53.71,52.54,55.86,53.32,53.71,49.80,54.30,56.25,49.80,50.78,55.86,47.27,52.54,48.83,49.61,50.78,53.32,54.69,53.52,50.78,55.27,51.95,50.78,54.88,50.98,54.49,53.71,53.91,52.54,52.15,55.66,52.73,53.12,53.12,51.37,49.80,52.15,54.49,37.89,53.52,53.91,54.49,52.73,48.24,53.32,53.91,53.12,53.52,55.47,51.95,54.69,54.49,54.88,54.49,52.73,53.71
53.71,51.56,49.22,51.95,47.85,53.52,50.78,51.17,51.37,49.80,54.49,52.54,51.56,46.68,47.66,48.63,51.37,49.02,51.56,51.56,48.05,53.52,51.37,50.59,52.73,47.07,46.29,48.63,49.41,48.24,54.10,55.27,52.15,49.41,48.24,49.80,46.09,50.59,52.73,50.39,51.17,55.47,51.17,53.52,48.83,52.73,48.83,49.80,52.34,51.76,48.44,50.59,48.44,53.52,53.32,51.37,49.22,45.70,47.85,51.17,49.61,50.78,47.27,49.41,53.32,53.91,54.10,50.98,100.00,53.12,50.00,50.39,51.76,48.44,50.00,52.34,53.12,54.88,48.05,54.30,49.61,50.59,50.39,49.22,43.16,51.56,42.19,46.88,50.59,51.56,50.98,52.73,50.20,51.76,50.98,48.05,52.15,49.02,51.37,53.71,56.84,51.17,50.78,53.12,52.15,50.00,53.71,51.37,49.02,52.15,53.71,39.06,50.78,52.15,52.93,47.27,48.83,52.34,54.30,49.02,51.56,50.78,55.27,55.47,50.59,52.73,48.05,52.93,52.15
55.08,54.10,48.83,50.78,47.85,54.30,53.32,49.80,54.69,53.71,53.91,51.56,52.73,48.44,47.27,50.78,54.30,52.93,50.78,55.47,48.24,56.25,55.27,54.30,51.17,47.07,49.02,47.66,50.39,51.56,54.10,55.86,52.34,48.24,49.41,52.54,51.17,48.63,51.76,51.37,57.03,56.84,52.54,55.86,51.56,53.32,46.68,51.56,54.30,52.34,46.68,49.80,47.66,53.91,54.88,55.47,54.30,48.24,47.85,54.49,55.08,52.54,47.07,49.02,56.05,55.27,54.88,52.73,53.12,100.00,54.69,54.30,53.12,50.20,50.59,55.27,53.12,55.47,51.17,53.91,51.37,50.98,51.17,49.80,44.14,50.98,46.09,48.05,51.56,52.93,51.37,55.47,48.83,54.30,52.15,47.66,50.98,51.17,56.25,55.08,55.47,52.73,48.24,54.30,50.00,53.52,53.52,50.78,50.98,53.71,53.52,38.48,54.30,52.54,53.32,48.63,51.56,51.95,54.49,50.98,51.17,50.98,53.32,50.39,50.78,53.32,48.63,55.27,53.12
53.52,55.47,50.00,52.34,52.54,55.08,51.76,50.98,57.03,54.30,52.73,54.49,54.10,53.52,50.39,52.73,56.05,57.03,55.08,57.23,53.91,56.84,53.91,53.12,54.10,47.27,51.17,49.41,50.98,53.12,53.91,55.08,55.86,51.56,51.56,51.56,52.34,49.41,51.76,53.52,56.64,55.27,57.42,55.86,57.03,49.41,51.56,53.91,56.64,54.49,49.61,55.27,50.59,53.32,57.03,57.03,53.91,49.22,52.34,56.64,55.27,51.56,51.17,50.78,57.42,54.10,57.03,52.15,50.00,54.69,100.00,55.08,53.32,51.56,53.12,55.27,51.56,54.49,50.20,55.47,52.73,50.78,54.88,50.39,47.66,53.52,46.48,49.61,51.76,52.93,54.10,54.69,53.12,53.52,51.76,48.63,53.91,49.41,55.47,55.08,57.42,54.88,54.69,56.64,52.73,57.03,53.52,53.91,51.56,51.37,54.49,41.41,55.27,54.88,54.69,50.00,47.85,52.93,55.86,51.76,54.49,54.10,53.12,51.17,54.10,53.52,50.98,54.88,56.64
52.93,53.71,50.78,53.12,49.22,55.86,53.71,50.78,53.71,53.91,53.91,54.30,53.52,52.73,47.66,51.76,55.86,52.34,53.32,54.10,47.85,54.88,54.30,52.34,50.20,45.70,53.12,45.90,53.91,48.24,56.25,52.93,51.17,49.02,50.59,50.59,49.61,51.37,52.34,53.12,57.23,56.25,51.76,55.66,52.34,54.10,50.20,52.93,54.49,53.71,48.44,52.54,52.54,55.27,55.47,53.91,52.15,45.70,51.37,52.34,54.30,52.73,49.41,49.02,56.05,51.76,53.91,51.17,50.39,54.30,55.08,100.00,51.95,54.49,51.56,54.10,54.49,56.64,50.59,56.05,51.56,51.56,51.95,52.15,47.07,53.12,47.07,48.44,52.34,55.27,52.15,56.45,47.46,50.59,50.59,47.85,54.30,48.83,53.52,56.64,57.42,50.78,52.34,54.49,53.32,53.91,54.88,50.98,52.34,54.88,56.05,37.70,56.05,54.10,51.76,48.83,51.17,53.71,53.52,51.17,52.34,53.52,55.08,52.73,51.76,51.37,48.83,54.88,51.76
54.10,54.69,50.20,56.64,56.64,54.49,55.86,51.95,55.86,53.71,54.69,53.12,54.30,54.10,52.73,50.20,48.83,53.91,52.34,51.17,51.95,55.08,56.64,55.86,49.41,48.44,52.15,52.54,49.02,52.54,52.34,54.88,57.81,50.78,50.39,54.69,53.52,53.32,52.73,53.52,55.08,56.25,54.49,55.08,50.59,56.45,53.32,53.32,52.34,54.49,48.24,52.34,49.41,54.30,55.08,55.66,52.93,53.71,54.30,52.73,50.00,58.01,50.98,54.49,58.79,55.66,56.64,54.30,51.76,53.12,53.32,51.95,100.00,52.15,54.30,55.08,52.15,53.32,51.17,54.69,54.88,52.54,55.08,58.20,50.39,55.47,51.76,48.83,50.20,54.88,51.76,55.27,51.56,50.78,52.15,53.71,53.91,52.34,54.10,52.93,54.49,52.34,54.69,55.27,54.30,51.56,51.76,50.78,51.56,52.54,53.71,41.60,55.08,55.08,52.54,53.91,52.15,53.32,54.69,52.34,53.71,53.91,51.37,54.69,50.20,56.25,55.08,54.49,53.91
51.56,51.95,50.78,52.15,52.73,55.27,55.66,51.37,52.34,51.37,52.15,54.49,56.84,53.52,50.59,50.78,49.61,52.34,54.10,53.32,48.44,55.08,53.91,51.17,49.61,48.24,50.98,50.20,54.30,51.95,53.71,51.56,52.73,51.56,48.83,50.39,51.56,52.34,52.15,54.10,54.69,50.59,55.27,51.17,51.76,54.88,51.95,51.76,52.54,54.88,52.15,54.69,54.69,53.52,54.10,52.54,51.56,51.95,50.98,52.93,48.83,54.69,49.22,49.41,57.42,53.12,52.54,53.71,48.44,50.20,51.56,54.49,52.15,100.00,50.78,52.15,50.78,52.54,50.00,53.52,51.37,51.56,52.54,50.78,48.05,55.08,49.41,48.44,50.20,53.12,55.27,54.49,49.02,54.49,53.12,47.85,51.56,49.22,53.52,52.73,54.30,49.80,51.95,56.45,54.49,51.37,51.95,49.02,53.52,52.54,53.12,41.41,53.12,56.45,50.39,48.63,48.24,52.93,53.91,54.49,50.59,55.47,52.93,51.95,53.52,52.73,53.71,51.76,51.37
51.95,52.93,51.37,51.37,52.54,54.10,55.47,49.41,52.54,51.56,53.52,52.54,53.32,53.71,50.78,51.76,51.37,51.56,53.32,53.12,49.80,51.95,55.08,53.32,51.56,51.17,52.34,46.09,48.44,51.37,54.69,54.10,54.49,50.78,49.02,51.95,53.32,51.95,52.15,51.76,52.34,52.34,55.27,51.76,51.56,52.73,50.59,53.91,54.49,56.25,50.39,53.91,48.05,52.15,52.54,54.10,54.69,50.39,53.71,53.12,51.17,52.93,49.80,50.20,54.88,51.95,52.54,52.54,50.00,50.59,53.12,51.56,54.30,50.78,100.00,56.05,51.56,53.32,47.85,54.10,52.34,50.78,50.78,52.93,48.24,52.93,49.41,48.44,50.98,51.56,51.95,54.88,50.78,50.59,51.76,48.05,54.30,53.12,52.34,55.08,52.15,50.78,54.30,51.17,51.37,51.17,54.10,53.52,49.80,54.30,53.12,39.65,52.73,54.88,53.12,50.00,50.20,51.37,55.08,51.76,51.37,52.73,52.93,52.34,53.71,50.20,50.39,54.69,50.78
54.49,56.84,52.15,55.86,52.15,56.45,57.42,51.37,55.86,53.91,56.84,55.86,54.88,51.95,50.00,53.32,54.69,56.84,55.47,58.40,52.73,54.30,53.12,55.27,52.54,49.80,56.64,50.78,51.37,50.98,54.69,56.64,56.45,52.34,49.61,49.41,55.27,56.64,51.76,52.54,57.03,55.86,58.98,53.91,51.37,53.71,50.98,53.52,54.30,54.88,50.59,53.71,52.34,55.47,55.66,57.62,53.52,51.56,54.49,55.08,53.32,53.12,51.76,53.12,58.79,53.32,56.64,55.86,52.34,55.27,55.27,54.10,55.08,52.15,56.05,100.00,55.86,54.69,50.98,55.27,53.71,54.69,51.76,52.54,47.66,55.27,50.20,49.41,53.32,55.47,52.34,56.64,54.30,53.52,54.10,52.34,58.01,53.32,54.88,56.45,54.88,53.71,51.95,57.42,52.34,56.05,55.66,52.54,49.61,52.15,56.45,42.38,59.18,55.08,57.42,50.00,53.32,54.88,58.20,53.32,52.54,52.54,52.73,56.84,56.25,52.34,50.59,50.98,56.64
